Id,AcceptedAnswerId,Link
326366,598997.0,https://stackoverflow.com/a/598997
359717,359725.0,https://stackoverflow.com/a/359725
980932,981468.0,https://stackoverflow.com/a/981468
1236439,1237753.0,https://stackoverflow.com/a/1237753
1258834,1745701.0,https://stackoverflow.com/a/1745701
2022549,2022612.0,https://stackoverflow.com/a/2022612
3016015,3027087.0,https://stackoverflow.com/a/3027087
4432075,4439199.0,https://stackoverflow.com/a/4439199
4439797,4440086.0,https://stackoverflow.com/a/4440086
4556252,4556306.0,https://stackoverflow.com/a/4556306
4598926,4599012.0,https://stackoverflow.com/a/4599012
7048854,7054864.0,https://stackoverflow.com/a/7054864
7304006,7304926.0,https://stackoverflow.com/a/7304926
7679733,7679766.0,https://stackoverflow.com/a/7679766
7699717,7699893.0,https://stackoverflow.com/a/7699893
7839597,7840406.0,https://stackoverflow.com/a/7840406
8123314,8123492.0,https://stackoverflow.com/a/8123492
8657698,8684270.0,https://stackoverflow.com/a/8684270
9054254,9265257.0,https://stackoverflow.com/a/9265257
9168994,9169068.0,https://stackoverflow.com/a/9169068
9391137,9391270.0,https://stackoverflow.com/a/9391270
9588748,9594781.0,https://stackoverflow.com/a/9594781
9802779,9819996.0,https://stackoverflow.com/a/9819996
9980294,9980586.0,https://stackoverflow.com/a/9980586
10170940,10252355.0,https://stackoverflow.com/a/10252355
10170940,10252355.0,https://stackoverflow.com/a/10252355
10247749,10250659.0,https://stackoverflow.com/a/10250659
10476572,12054906.0,https://stackoverflow.com/a/12054906
10673123,14028360.0,https://stackoverflow.com/a/14028360
10690115,10690347.0,https://stackoverflow.com/a/10690347
10784169,10799868.0,https://stackoverflow.com/a/10799868
10919857,10920256.0,https://stackoverflow.com/a/10920256
10923870,10932631.0,https://stackoverflow.com/a/10932631
11064969,11094651.0,https://stackoverflow.com/a/11094651
11248169,11261580.0,https://stackoverflow.com/a/11261580
11306027,11341045.0,https://stackoverflow.com/a/11341045
11513122,11513164.0,https://stackoverflow.com/a/11513164
11698968,11829600.0,https://stackoverflow.com/a/11829600
12004748,12332663.0,https://stackoverflow.com/a/12332663
12020334,14780863.0,https://stackoverflow.com/a/14780863
12028626,22038885.0,https://stackoverflow.com/a/22038885
12087385,12087521.0,https://stackoverflow.com/a/12087521
12242168,12242211.0,https://stackoverflow.com/a/12242211
12270740,12272004.0,https://stackoverflow.com/a/12272004
12318829,12352032.0,https://stackoverflow.com/a/12352032
12382382,12457158.0,https://stackoverflow.com/a/12457158
12504547,13324584.0,https://stackoverflow.com/a/13324584
12507134,12562924.0,https://stackoverflow.com/a/12562924
12559029,12563297.0,https://stackoverflow.com/a/12563297
12729100,12730363.0,https://stackoverflow.com/a/12730363
12892318,12893712.0,https://stackoverflow.com/a/12893712
13056153,13077220.0,https://stackoverflow.com/a/13077220
13063536,13311108.0,https://stackoverflow.com/a/13311108
13085151,13271771.0,https://stackoverflow.com/a/13271771
13364414,13364451.0,https://stackoverflow.com/a/13364451
13561945,13562256.0,https://stackoverflow.com/a/13562256
13767870,13770391.0,https://stackoverflow.com/a/13770391
13825378,14045742.0,https://stackoverflow.com/a/14045742
13834716,14616115.0,https://stackoverflow.com/a/14616115
13991036,13993121.0,https://stackoverflow.com/a/13993121
14001746,14004283.0,https://stackoverflow.com/a/14004283
14475459,14488291.0,https://stackoverflow.com/a/14488291
14487518,14499499.0,https://stackoverflow.com/a/14499499
14534834,14534961.0,https://stackoverflow.com/a/14534961
14598065,14600959.0,https://stackoverflow.com/a/14600959
15006547,15009709.0,https://stackoverflow.com/a/15009709
15106856,15107526.0,https://stackoverflow.com/a/15107526
15224492,15338014.0,https://stackoverflow.com/a/15338014
15239231,15239965.0,https://stackoverflow.com/a/15239965
15580847,16828645.0,https://stackoverflow.com/a/16828645
15919715,15921805.0,https://stackoverflow.com/a/15921805
16001298,16133529.0,https://stackoverflow.com/a/16133529
16163032,16192342.0,https://stackoverflow.com/a/16192342
16200946,16201141.0,https://stackoverflow.com/a/16201141
16563253,16570139.0,https://stackoverflow.com/a/16570139
16617053,16617200.0,https://stackoverflow.com/a/16617200
16819801,16827336.0,https://stackoverflow.com/a/16827336
16911661,17929670.0,https://stackoverflow.com/a/17929670
16937042,16938606.0,https://stackoverflow.com/a/16938606
16942433,16985508.0,https://stackoverflow.com/a/16985508
17126323,17231072.0,https://stackoverflow.com/a/17231072
17575941,18747668.0,https://stackoverflow.com/a/18747668
17886545,17886901.0,https://stackoverflow.com/a/17886901
17934697,17937655.0,https://stackoverflow.com/a/17937655
17958629,17967760.0,https://stackoverflow.com/a/17967760
18102800,23245989.0,https://stackoverflow.com/a/23245989
18234790,19623468.0,https://stackoverflow.com/a/19623468
18270581,22000445.0,https://stackoverflow.com/a/22000445
18321902,18322007.0,https://stackoverflow.com/a/18322007
18335697,18376080.0,https://stackoverflow.com/a/18376080
18368258,18371801.0,https://stackoverflow.com/a/18371801
18440385,18448749.0,https://stackoverflow.com/a/18448749
18557198,18560950.0,https://stackoverflow.com/a/18560950
18617586,18642298.0,https://stackoverflow.com/a/18642298
18730532,18848087.0,https://stackoverflow.com/a/18848087
19796320,19803841.0,https://stackoverflow.com/a/19803841
19802076,22351159.0,https://stackoverflow.com/a/22351159
20287085,20287978.0,https://stackoverflow.com/a/20287978
20693110,20896772.0,https://stackoverflow.com/a/20896772
20738551,20739237.0,https://stackoverflow.com/a/20739237
20770100,20771114.0,https://stackoverflow.com/a/20771114
21042729,21043245.0,https://stackoverflow.com/a/21043245
21122367,27391187.0,https://stackoverflow.com/a/27391187
21177958,21180277.0,https://stackoverflow.com/a/21180277
21178560,21428212.0,https://stackoverflow.com/a/21428212
21314917,21380412.0,https://stackoverflow.com/a/21380412
21422363,21586758.0,https://stackoverflow.com/a/21586758
21422363,21586758.0,https://stackoverflow.com/a/21586758
21437901,21519585.0,https://stackoverflow.com/a/21519585
21473504,21480008.0,https://stackoverflow.com/a/21480008
21492201,21559754.0,https://stackoverflow.com/a/21559754
21669676,21670905.0,https://stackoverflow.com/a/21670905
21871067,21872615.0,https://stackoverflow.com/a/21872615
21907126,21930521.0,https://stackoverflow.com/a/21930521
22008343,22019823.0,https://stackoverflow.com/a/22019823
22319457,22321201.0,https://stackoverflow.com/a/22321201
22377933,22382772.0,https://stackoverflow.com/a/22382772
22563944,22564021.0,https://stackoverflow.com/a/22564021
22887879,22950701.0,https://stackoverflow.com/a/22950701
23062636,23077311.0,https://stackoverflow.com/a/23077311
23234021,23234985.0,https://stackoverflow.com/a/23234985
23261369,23261757.0,https://stackoverflow.com/a/23261757
23265831,23308734.0,https://stackoverflow.com/a/23308734
23554357,23569191.0,https://stackoverflow.com/a/23569191
23695745,23870804.0,https://stackoverflow.com/a/23870804
23984516,23998976.0,https://stackoverflow.com/a/23998976
24559072,24559198.0,https://stackoverflow.com/a/24559198
24764540,24787109.0,https://stackoverflow.com/a/24787109
25077760,30045516.0,https://stackoverflow.com/a/30045516
25731858,25732576.0,https://stackoverflow.com/a/25732576
25926998,26032244.0,https://stackoverflow.com/a/26032244
25935255,25941537.0,https://stackoverflow.com/a/25941537
26226598,26227058.0,https://stackoverflow.com/a/26227058
26235358,26245292.0,https://stackoverflow.com/a/26245292
27398134,27409270.0,https://stackoverflow.com/a/27409270
27748865,27751797.0,https://stackoverflow.com/a/27751797
27922716,30671959.0,https://stackoverflow.com/a/30671959
28019888,30672157.0,https://stackoverflow.com/a/30672157
28034827,28035613.0,https://stackoverflow.com/a/28035613
28073629,28076270.0,https://stackoverflow.com/a/28076270
28393085,28405330.0,https://stackoverflow.com/a/28405330
28610006,28618059.0,https://stackoverflow.com/a/28618059
28963021,28966206.0,https://stackoverflow.com/a/28966206
28991453,31678351.0,https://stackoverflow.com/a/31678351
29035915,29036758.0,https://stackoverflow.com/a/29036758
29308113,29347273.0,https://stackoverflow.com/a/29347273
29458112,29458437.0,https://stackoverflow.com/a/29458437
29606122,29628716.0,https://stackoverflow.com/a/29628716
29658339,29658698.0,https://stackoverflow.com/a/29658698
29800320,29818020.0,https://stackoverflow.com/a/29818020
29905159,29910145.0,https://stackoverflow.com/a/29910145
30487441,30488163.0,https://stackoverflow.com/a/30488163
30877737,31037561.0,https://stackoverflow.com/a/31037561
31052944,31053187.0,https://stackoverflow.com/a/31053187
31101619,31118129.0,https://stackoverflow.com/a/31118129
31116437,31117267.0,https://stackoverflow.com/a/31117267
31145919,31157469.0,https://stackoverflow.com/a/31157469
31386733,31481768.0,https://stackoverflow.com/a/31481768
31413681,31434648.0,https://stackoverflow.com/a/31434648
31501424,34230778.0,https://stackoverflow.com/a/34230778
31794085,31798483.0,https://stackoverflow.com/a/31798483
31838489,31844407.0,https://stackoverflow.com/a/31844407
31838520,31862209.0,https://stackoverflow.com/a/31862209
31967389,31967744.0,https://stackoverflow.com/a/31967744
31990161,31994841.0,https://stackoverflow.com/a/31994841
32201636,32216950.0,https://stackoverflow.com/a/32216950
32306914,33422145.0,https://stackoverflow.com/a/33422145
32380983,32394790.0,https://stackoverflow.com/a/32394790
32571070,32575808.0,https://stackoverflow.com/a/32575808
32662381,32679556.0,https://stackoverflow.com/a/32679556
32698744,32717351.0,https://stackoverflow.com/a/32717351
32723648,32736604.0,https://stackoverflow.com/a/32736604
32750425,32763258.0,https://stackoverflow.com/a/32763258
32772409,32777152.0,https://stackoverflow.com/a/32777152
32791968,32812869.0,https://stackoverflow.com/a/32812869
32833023,32833066.0,https://stackoverflow.com/a/32833066
33401059,33401226.0,https://stackoverflow.com/a/33401226
33952130,34266320.0,https://stackoverflow.com/a/34266320
34085695,34230707.0,https://stackoverflow.com/a/34230707
34164510,34342890.0,https://stackoverflow.com/a/34342890
34172317,34173894.0,https://stackoverflow.com/a/34173894
34292278,34292944.0,https://stackoverflow.com/a/34292944
34341952,34342468.0,https://stackoverflow.com/a/34342468
34510911,37623315.0,https://stackoverflow.com/a/37623315
34515865,35289021.0,https://stackoverflow.com/a/35289021
34518419,35660589.0,https://stackoverflow.com/a/35660589
34656482,34683153.0,https://stackoverflow.com/a/34683153
34679862,34691418.0,https://stackoverflow.com/a/34691418
34757888,36088750.0,https://stackoverflow.com/a/36088750
34814468,35242521.0,https://stackoverflow.com/a/35242521
34823823,35358288.0,https://stackoverflow.com/a/35358288
34860991,35817199.0,https://stackoverflow.com/a/35817199
34920892,35080556.0,https://stackoverflow.com/a/35080556
34920892,35080556.0,https://stackoverflow.com/a/35080556
34963112,34963113.0,https://stackoverflow.com/a/34963113
34971515,34971526.0,https://stackoverflow.com/a/34971526
35041549,35126508.0,https://stackoverflow.com/a/35126508
35343564,35345988.0,https://stackoverflow.com/a/35345988
35476777,35478050.0,https://stackoverflow.com/a/35478050
35482963,35483732.0,https://stackoverflow.com/a/35483732
35569887,35649473.0,https://stackoverflow.com/a/35649473
35578153,35581430.0,https://stackoverflow.com/a/35581430
35578153,35581430.0,https://stackoverflow.com/a/35581430
35609644,35820106.0,https://stackoverflow.com/a/35820106
35660296,35661315.0,https://stackoverflow.com/a/35661315
35742554,35750249.0,https://stackoverflow.com/a/35750249
35776176,35778165.0,https://stackoverflow.com/a/35778165
35837025,35900101.0,https://stackoverflow.com/a/35900101
35837025,35900101.0,https://stackoverflow.com/a/35900101
35894935,35896046.0,https://stackoverflow.com/a/35896046
36229215,36756651.0,https://stackoverflow.com/a/36756651
36257435,36768300.0,https://stackoverflow.com/a/36768300
36402477,37623781.0,https://stackoverflow.com/a/37623781
36693712,36754986.0,https://stackoverflow.com/a/36754986
36813793,36837980.0,https://stackoverflow.com/a/36837980
36813793,36837980.0,https://stackoverflow.com/a/36837980
37020959,37021281.0,https://stackoverflow.com/a/37021281
37125043,37127426.0,https://stackoverflow.com/a/37127426
37169827,37401434.0,https://stackoverflow.com/a/37401434
37196287,37633138.0,https://stackoverflow.com/a/37633138
37306094,37352405.0,https://stackoverflow.com/a/37352405
37604407,37608794.0,https://stackoverflow.com/a/37608794
37707699,37707903.0,https://stackoverflow.com/a/37707903
37915834,43729308.0,https://stackoverflow.com/a/43729308
38014078,38043309.0,https://stackoverflow.com/a/38043309
38112943,38156230.0,https://stackoverflow.com/a/38156230
38168927,38172051.0,https://stackoverflow.com/a/38172051
38168927,38172051.0,https://stackoverflow.com/a/38172051
38233602,38444595.0,https://stackoverflow.com/a/38444595
38264023,38272266.0,https://stackoverflow.com/a/38272266
38342186,38546756.0,https://stackoverflow.com/a/38546756
38370965,38372344.0,https://stackoverflow.com/a/38372344
38376454,38380487.0,https://stackoverflow.com/a/38380487
38434097,38438100.0,https://stackoverflow.com/a/38438100
38461337,38462362.0,https://stackoverflow.com/a/38462362
38540962,38541206.0,https://stackoverflow.com/a/38541206
38690138,38717929.0,https://stackoverflow.com/a/38717929
38699998,38701235.0,https://stackoverflow.com/a/38701235
38781470,38790875.0,https://stackoverflow.com/a/38790875
38866325,38867204.0,https://stackoverflow.com/a/38867204
38951765,42356013.0,https://stackoverflow.com/a/42356013
39108557,39110466.0,https://stackoverflow.com/a/39110466
39149917,39150859.0,https://stackoverflow.com/a/39150859
39154832,39262978.0,https://stackoverflow.com/a/39262978
39232599,39262911.0,https://stackoverflow.com/a/39262911
39246337,40106690.0,https://stackoverflow.com/a/40106690
39376162,39399948.0,https://stackoverflow.com/a/39399948
39471301,39472150.0,https://stackoverflow.com/a/39472150
39488461,39489286.0,https://stackoverflow.com/a/39489286
39490200,39493806.0,https://stackoverflow.com/a/39493806
39493708,39495121.0,https://stackoverflow.com/a/39495121
39566021,41010716.0,https://stackoverflow.com/a/41010716
39566021,41010716.0,https://stackoverflow.com/a/41010716
39875139,39875368.0,https://stackoverflow.com/a/39875368
39919128,39948462.0,https://stackoverflow.com/a/39948462
40064989,40126519.0,https://stackoverflow.com/a/40126519
40159662,40179372.0,https://stackoverflow.com/a/40179372
40471357,40745293.0,https://stackoverflow.com/a/40745293
40484940,40489105.0,https://stackoverflow.com/a/40489105
40525663,40525918.0,https://stackoverflow.com/a/40525918
40605606,40608612.0,https://stackoverflow.com/a/40608612
40642721,40645918.0,https://stackoverflow.com/a/40645918
40777490,42812463.0,https://stackoverflow.com/a/42812463
40871998,40965219.0,https://stackoverflow.com/a/40965219
40934677,40934756.0,https://stackoverflow.com/a/40934756
40935625,40939540.0,https://stackoverflow.com/a/40939540
40942931,40942955.0,https://stackoverflow.com/a/40942955
41097730,41112537.0,https://stackoverflow.com/a/41112537
41173895,41174322.0,https://stackoverflow.com/a/41174322
41174301,41175512.0,https://stackoverflow.com/a/41175512
41233968,41247829.0,https://stackoverflow.com/a/41247829
41351244,41366243.0,https://stackoverflow.com/a/41366243
41438021,41438099.0,https://stackoverflow.com/a/41438099
41438021,41438099.0,https://stackoverflow.com/a/41438099
41467659,41470683.0,https://stackoverflow.com/a/41470683
41638663,41641039.0,https://stackoverflow.com/a/41641039
41639069,41642881.0,https://stackoverflow.com/a/41642881
41645111,41646149.0,https://stackoverflow.com/a/41646149
41679881,41685616.0,https://stackoverflow.com/a/41685616
41803929,41813107.0,https://stackoverflow.com/a/41813107
41813166,41824279.0,https://stackoverflow.com/a/41824279
41860322,41878788.0,https://stackoverflow.com/a/41878788
41867303,41879174.0,https://stackoverflow.com/a/41879174
41904477,41905378.0,https://stackoverflow.com/a/41905378
41935351,41935566.0,https://stackoverflow.com/a/41935566
41945601,41946787.0,https://stackoverflow.com/a/41946787
41984603,42008662.0,https://stackoverflow.com/a/42008662
42006707,43079192.0,https://stackoverflow.com/a/43079192
42010994,42011273.0,https://stackoverflow.com/a/42011273
42020377,42059219.0,https://stackoverflow.com/a/42059219
42053998,42334075.0,https://stackoverflow.com/a/42334075
42083446,42114807.0,https://stackoverflow.com/a/42114807
42227249,42232784.0,https://stackoverflow.com/a/42232784
42238738,42258002.0,https://stackoverflow.com/a/42258002
42239047,42239281.0,https://stackoverflow.com/a/42239281
42254535,42256077.0,https://stackoverflow.com/a/42256077
42295539,42296365.0,https://stackoverflow.com/a/42296365
42340445,42346442.0,https://stackoverflow.com/a/42346442
42470252,42487858.0,https://stackoverflow.com/a/42487858
42506938,42528208.0,https://stackoverflow.com/a/42528208
42560474,42560655.0,https://stackoverflow.com/a/42560655
42619631,42622612.0,https://stackoverflow.com/a/42622612
42647054,42658273.0,https://stackoverflow.com/a/42658273
42672196,42678240.0,https://stackoverflow.com/a/42678240
42677688,42680642.0,https://stackoverflow.com/a/42680642
42705379,43521379.0,https://stackoverflow.com/a/43521379
42756855,42783612.0,https://stackoverflow.com/a/42783612
42797456,42835329.0,https://stackoverflow.com/a/42835329
42835744,42850881.0,https://stackoverflow.com/a/42850881
42841546,42941166.0,https://stackoverflow.com/a/42941166
42859142,42863213.0,https://stackoverflow.com/a/42863213
42859891,42869992.0,https://stackoverflow.com/a/42869992
42914503,43007197.0,https://stackoverflow.com/a/43007197
42938295,43102898.0,https://stackoverflow.com/a/43102898
42955004,42990430.0,https://stackoverflow.com/a/42990430
42996482,43005200.0,https://stackoverflow.com/a/43005200
43033640,43052141.0,https://stackoverflow.com/a/43052141
43045887,43050846.0,https://stackoverflow.com/a/43050846
43079162,43081485.0,https://stackoverflow.com/a/43081485
43097927,43102921.0,https://stackoverflow.com/a/43102921
43157336,43157480.0,https://stackoverflow.com/a/43157480
43212275,43214315.0,https://stackoverflow.com/a/43214315
43213661,43237384.0,https://stackoverflow.com/a/43237384
43243120,43271119.0,https://stackoverflow.com/a/43271119
43244727,43266632.0,https://stackoverflow.com/a/43266632
43332875,43342104.0,https://stackoverflow.com/a/43342104
43462940,43469841.0,https://stackoverflow.com/a/43469841
43480568,43505601.0,https://stackoverflow.com/a/43505601
43496400,43516236.0,https://stackoverflow.com/a/43516236
43500546,43527328.0,https://stackoverflow.com/a/43527328
43549104,43875715.0,https://stackoverflow.com/a/43875715
43612228,43617660.0,https://stackoverflow.com/a/43617660
43634549,43693021.0,https://stackoverflow.com/a/43693021
43642384,49054438.0,https://stackoverflow.com/a/49054438
43667724,43789456.0,https://stackoverflow.com/a/43789456
43725028,43725574.0,https://stackoverflow.com/a/43725574
43734104,45004786.0,https://stackoverflow.com/a/45004786
43734104,45004786.0,https://stackoverflow.com/a/45004786
43734104,45004786.0,https://stackoverflow.com/a/45004786
43752772,43753201.0,https://stackoverflow.com/a/43753201
43764771,43771829.0,https://stackoverflow.com/a/43771829
43860901,43906292.0,https://stackoverflow.com/a/43906292
43861008,43876986.0,https://stackoverflow.com/a/43876986
43876357,43878513.0,https://stackoverflow.com/a/43878513
43908577,43908905.0,https://stackoverflow.com/a/43908905
43924709,46275349.0,https://stackoverflow.com/a/46275349
44005685,44006712.0,https://stackoverflow.com/a/44006712
44013975,44029880.0,https://stackoverflow.com/a/44029880
44025410,44031451.0,https://stackoverflow.com/a/44031451
44073502,44073514.0,https://stackoverflow.com/a/44073514
44076048,44078297.0,https://stackoverflow.com/a/44078297
44080566,44118868.0,https://stackoverflow.com/a/44118868
44091275,44118670.0,https://stackoverflow.com/a/44118670
44106979,49138082.0,https://stackoverflow.com/a/49138082
44140332,44168279.0,https://stackoverflow.com/a/44168279
44165995,44166461.0,https://stackoverflow.com/a/44166461
44178802,44183881.0,https://stackoverflow.com/a/44183881
44233707,44257006.0,https://stackoverflow.com/a/44257006
44242378,44286904.0,https://stackoverflow.com/a/44286904
44272066,44289957.0,https://stackoverflow.com/a/44289957
44285870,44291506.0,https://stackoverflow.com/a/44291506
44335833,44337406.0,https://stackoverflow.com/a/44337406
44376454,44377250.0,https://stackoverflow.com/a/44377250
44398453,44399044.0,https://stackoverflow.com/a/44399044
44421727,44423604.0,https://stackoverflow.com/a/44423604
44446144,44446854.0,https://stackoverflow.com/a/44446854
44446679,44908658.0,https://stackoverflow.com/a/44908658
44497664,45798686.0,https://stackoverflow.com/a/45798686
44497664,45798686.0,https://stackoverflow.com/a/45798686
44525150,44879590.0,https://stackoverflow.com/a/44879590
44528282,44528476.0,https://stackoverflow.com/a/44528476
44634946,44637181.0,https://stackoverflow.com/a/44637181
44641222,44648467.0,https://stackoverflow.com/a/44648467
44680025,44688432.0,https://stackoverflow.com/a/44688432
44694808,44705495.0,https://stackoverflow.com/a/44705495
44767791,44784010.0,https://stackoverflow.com/a/44784010
44789178,44789435.0,https://stackoverflow.com/a/44789435
44867066,48816233.0,https://stackoverflow.com/a/48816233
44889483,44903596.0,https://stackoverflow.com/a/44903596
44903106,44907650.0,https://stackoverflow.com/a/44907650
44952033,44953414.0,https://stackoverflow.com/a/44953414
44956629,44957421.0,https://stackoverflow.com/a/44957421
44980903,49137257.0,https://stackoverflow.com/a/49137257
45009092,45020357.0,https://stackoverflow.com/a/45020357
45019323,45022003.0,https://stackoverflow.com/a/45022003
45045407,45045556.0,https://stackoverflow.com/a/45045556
45045520,45060907.0,https://stackoverflow.com/a/45060907
45091910,45092340.0,https://stackoverflow.com/a/45092340
45120914,45124417.0,https://stackoverflow.com/a/45124417
45133010,45149362.0,https://stackoverflow.com/a/45149362
45145338,45183005.0,https://stackoverflow.com/a/45183005
45172081,45174367.0,https://stackoverflow.com/a/45174367
45177765,45178685.0,https://stackoverflow.com/a/45178685
45197195,45198522.0,https://stackoverflow.com/a/45198522
45209796,45245455.0,https://stackoverflow.com/a/45245455
45224565,45225196.0,https://stackoverflow.com/a/45225196
45245708,45247603.0,https://stackoverflow.com/a/45247603
45288895,45289910.0,https://stackoverflow.com/a/45289910
45312549,45313346.0,https://stackoverflow.com/a/45313346
45324416,45327646.0,https://stackoverflow.com/a/45327646
45324749,45331384.0,https://stackoverflow.com/a/45331384
45336337,45337408.0,https://stackoverflow.com/a/45337408
45363366,45383656.0,https://stackoverflow.com/a/45383656
45389127,45395922.0,https://stackoverflow.com/a/45395922
45425713,45425950.0,https://stackoverflow.com/a/45425950
45460204,45467982.0,https://stackoverflow.com/a/45467982
45473657,45476085.0,https://stackoverflow.com/a/45476085
45494320,45495339.0,https://stackoverflow.com/a/45495339
45511290,45512278.0,https://stackoverflow.com/a/45512278
45513359,45514807.0,https://stackoverflow.com/a/45514807
45555483,45555935.0,https://stackoverflow.com/a/45555935
45662481,45662782.0,https://stackoverflow.com/a/45662782
45672938,51124401.0,https://stackoverflow.com/a/51124401
45709701,45713820.0,https://stackoverflow.com/a/45713820
45711200,45715317.0,https://stackoverflow.com/a/45715317
45722513,45723165.0,https://stackoverflow.com/a/45723165
45723760,45723948.0,https://stackoverflow.com/a/45723948
45731288,45735159.0,https://stackoverflow.com/a/45735159
45748997,45760864.0,https://stackoverflow.com/a/45760864
45751896,46696805.0,https://stackoverflow.com/a/46696805
45766911,50414183.0,https://stackoverflow.com/a/50414183
45772221,45773236.0,https://stackoverflow.com/a/45773236
45802802,45808436.0,https://stackoverflow.com/a/45808436
45806521,45806735.0,https://stackoverflow.com/a/45806735
45824743,45931046.0,https://stackoverflow.com/a/45931046
45846521,45873779.0,https://stackoverflow.com/a/45873779
45853491,57092928.0,https://stackoverflow.com/a/57092928
45874369,45874750.0,https://stackoverflow.com/a/45874750
45875383,45884611.0,https://stackoverflow.com/a/45884611
45941854,45948958.0,https://stackoverflow.com/a/45948958
45954124,45964697.0,https://stackoverflow.com/a/45964697
45963371,45965011.0,https://stackoverflow.com/a/45965011
45980951,45986363.0,https://stackoverflow.com/a/45986363
45996851,46004654.0,https://stackoverflow.com/a/46004654
45999270,46004870.0,https://stackoverflow.com/a/46004870
46001148,46005068.0,https://stackoverflow.com/a/46005068
46057517,46059840.0,https://stackoverflow.com/a/46059840
46060441,46064499.0,https://stackoverflow.com/a/46064499
46065546,46389577.0,https://stackoverflow.com/a/46389577
46065546,46389577.0,https://stackoverflow.com/a/46389577
46067509,46080418.0,https://stackoverflow.com/a/46080418
46088465,46822312.0,https://stackoverflow.com/a/46822312
46090082,46101784.0,https://stackoverflow.com/a/46101784
46171283,46172225.0,https://stackoverflow.com/a/46172225
46206207,46206515.0,https://stackoverflow.com/a/46206515
46227182,46227509.0,https://stackoverflow.com/a/46227509
